Year,Authors,Title,Source
2021,"D. Elsner, F. Hauer, A. Pretschner, and S. Reimer",Empirically evaluating readily available information for regression test optimization in continuous integration,Backward snowballing (2022-08)
2016,"Jesper Öqvist, Görel Hedin and Boris Magnusson",Extraction-based regression test selection,Backward snowballing (2022-08)
2017,Jianyi Zhou and Dan Hao. 2017,Impact of static and dynamic coverage on test-case prioritization: An empirical study.,Backward snowballing (2022-08)
2020,"J. A. P. Lima, W. D. Mendonc ̧a, S. R. Vergilio, and W. K. Assunc ̧a ̃o",Learning-based prioritization of test cases in continuous integration of highly-configurable software,Backward snowballing (2022-08)
2020,,Learning-to-rank vs ranking-to-learn: Strategies for regression testing in continuous integration,Backward snowballing (2022-08)
2018,R. Lachmann,Machine learning-driven test case prioritization approaches for black-box software testing,Backward snowballing (2022-08)
2019,"A.Singh,R.K.Bhatia,andA.Singhrova",Machinelearningbased test case prioritization in object oriented testing,Backward snowballing (2022-08)
2016,"M. Al-Refai, S. Ghosh and W. Cazzola",Model-based regression test selection for validating runtime adaptation of software systems,Backward snowballing (2022-08)
2020,J. Lousada and M. Ribeiro,Neural network embeddings for test case prioritization,Backward snowballing (2022-08)
2021,"Zan Wang, Hanmo You, Junjie Chen, Yingyi Zhang, Xuyuan Dong, and Wenbin Zhang",Prioritizing test inputs for deep neural networks via mutation analysis,Backward snowballing (2022-08)
2019,"M. Hasnain, M. F. Pasha, C. H. Lim, and I. Ghan","Recurrent neural network for web services performance forecasting, ranking and regression testing",Backward snowballing (2022-08)
2016,E. Khanna,Regression testing based on genetic algorithms,Backward snowballing (2022-08)
2021,"M. Bagherzadeh, N. Kahani, and L. Briand",Reinforcement learning for test case prioritization,Backward snowballing (2022-08)
2020,"T.Shi,L.Xiao,andK.Wu",Reinforcementlearningbasedtestcase prioritization for enhancing the security of software,Backward snowballing (2022-08)
2022,"R. Pan, M. Bagherzadeh, T. A. Ghaleb and L. Briand",Test case selection and prioritization using machine learning: a systematic literature review,Backward snowballing (2022-08)
2020,"Z. Long, Z. Ao, G. Wu, W. Chen and J. Wei",Webrts: A dynamic regression test selection tool for java web applications,Backward snowballing (2022-08)
2020,"L. Rosenbauer, A. Stein, R. Maier, D. Pa ̈tzel, and J. Ha ̈hner",Xcs as a reinforcement learning approach to automatic test case prioritization,Backward snowballing (2022-08)
2018,,A biased random-key genetic algorithm for regression test case prioritization,Forward snowballing (2021-11)
2019,,"A comprehensive investigation of modern test suite optimization trends, tools and techniques",Forward snowballing (2021-11)
2020,,A comprehensive review for test case prioritization in Software Engineering,Forward snowballing (2021-11)
2020,,A Comprehensive Review on Regression Test Case Prioritization Techniques for Web Services,Forward snowballing (2021-11)
2019,,A framework for checking regression test selection tools,Forward snowballing (2021-11)
2019,,A New Test Suite Reduction Approach Based on Hypergraph Minimal Transversal Mining,Forward snowballing (2021-11)
2020,,A novel methodology to classify test cases using natural language processing and imbalanced learning,Forward snowballing (2021-11)
2018,,A regression proof selection tool for coq,Forward snowballing (2021-11)
2019,"E Engström, MA Storey, P Runeson, M Höst…",A review of software engineering research from a design science perspective,Forward snowballing (2021-11)
2018,,A study of regression test selection in continuous integration environments,Forward snowballing (2021-11)
2018,,A survey on regression testing using nature-inspired approaches,Forward snowballing (2021-11)
2017,,A survey on scalability and performance concerns in extended product lines configuration,Forward snowballing (2021-11)
2019,,A Survey on Test Case Prioritization and Optimization Techniques in Software Regression Testing,Forward snowballing (2021-11)
2019,,A systematic literature review of test case prioritization using genetic algorithms,Forward snowballing (2021-11)
2019,,A Systematic Requirements and Risks-Based Test Case Prioritization Using a Fuzzy Expert System,Forward snowballing (2021-11)
2020,,A systematic study of reward for reinforcement learning based continuous integration testing,Forward snowballing (2021-11)
2017,,"A test case recommendation method based on morphological analysis, clustering and the Mahalanobis-Taguchi method",Forward snowballing (2021-11)
2018,,A theoretical and empirical study of the trajectories of solutions on the grid of systolic genetic search,Forward snowballing (2021-11)
2017,,A VNS with parallel evaluation of solutions for the inverse lighting problem,Forward snowballing (2021-11)
2019,,Accelerating the Calculation of Friedman Test Tables on Many-Core Processors,Forward snowballing (2021-11)
2018,,An Approach of Automated Testing on Web Based Platform Using Machine Learning and Selenium,Forward snowballing (2021-11)
2020,,An automated framework for continuous development and testing of access control systems,Forward snowballing (2021-11)
2019,,An efficient regression testing approach for PHP Web applications using test selection and reusable constraints,Forward snowballing (2021-11)
2018,,An empirical comparison of fixed-strength and mixed-strength for interaction coverage based prioritization,Forward snowballing (2021-11)
2019,,An Empirical Study on the Spreading of Fault Revealing Test Cases in Prioritized Suites,Forward snowballing (2021-11)
2019,,An empirical study on the use of defect prediction for test case prioritization,Forward snowballing (2021-11)
2020,,An Enhanced Adaptive Random Sequence (EARS) Based Test Case Prioritization Using K-Mediods Based Fuzzy Clustering,Forward snowballing (2021-11)
2019,,An extensive evaluation of ensemble techniques for software change prediction,Forward snowballing (2021-11)
2020,,An Extensive Study of Class-level and Method-level Test Case Selection for Continuous Integration,Forward snowballing (2021-11)
2019,,An Industrial Evaluation of Test Prioritisation Criteria and Metrics,Forward snowballing (2021-11)
2019,,An insight into test case optimization: ideas and trends with future perspectives,Forward snowballing (2021-11)
2019,,Analysis of MORTO: Multi-objective Regression test optimization,Forward snowballing (2021-11)
2018,,Analytics in Testing Communication Systems,Forward snowballing (2021-11)
2017,,Analytics-based safety monitoring and verification,Forward snowballing (2021-11)
2017,,Annotated buzzwords and key references for software testing in the cloud,Forward snowballing (2021-11)
2019,,Answering the Call of the Wild? Thoughts on the Elusive Quest for Ecological Validity in Variability Modeling,Forward snowballing (2021-11)
2019,,Ant Colony System With Sorting-Based Local Search for Coverage-Based Test Case Prioritization,Forward snowballing (2021-11)
2020,,Anytime Automatic Algorithm Selection for Knapsack,Forward snowballing (2021-11)
2018,,Approximate transformations as mutation operators,Forward snowballing (2021-11)
2019,,Artificial Intelligence helps making Quality Assurance processes leaner,Forward snowballing (2021-11)
2020,,Aspect Based Requirements Mining Technique to Improve Prioritization Process: Multi Stakeholder Perspective,Forward snowballing (2021-11)
2017,,ATOM: Automatic maintenance of GUI test scripts for evolving mobile applications,Forward snowballing (2021-11)
2019,,Automated analysis of feature models: Quo vadis?,Forward snowballing (2021-11)
2019,,Automated code-based test selection for software product line regression testing,Forward snowballing (2021-11)
2019,,Automated Functional Dependency Detection Between Test Cases Using Doc2Vec and Clustering,Forward snowballing (2021-11)
2017,,Automated system health and performance benchmarking platform: high performance computing test harness with Jenkins,Forward snowballing (2021-11)
2018,,Automated test mapping and coverage for network topologies,Forward snowballing (2021-11)
2018,,Automated testing of android apps: A systematic literature review,Forward snowballing (2021-11)
2019,,Automated trainability evaluation for smart software functions,Forward snowballing (2021-11)
2020,,Automatic Ex-Vivo Regression Testing of Microservices,Forward snowballing (2021-11)
2020,,Automating system test case classification and prioritization for use case-driven testing in product lines,Forward snowballing (2021-11)
2016,,AVMf: An Open-Source Framework and Implementation of the Alternating Variable Method,Forward snowballing (2021-11)
2020,,Beating Random Test Case Prioritization,Forward snowballing (2021-11)
2019,,Benefits and drawbacks of representing and analyzing source code and software engineering artifacts with graph databases,Forward snowballing (2021-11)
2019,,Bisecting commits and modeling commit risk during testing,Forward snowballing (2021-11)
2020,,Boundary Sampling to Boost Mutation Testing for Deep Learning Models,Forward snowballing (2021-11)
2020,,Building a Classification System for Failed Test Reports: Industrial Experience,Forward snowballing (2021-11)
2020,,Can this fault be detected: A study on fault detection via automated test generation,Forward snowballing (2021-11)
2017,,CBGA-ES: A cluster-based genetic algorithm with elitist selection for supporting multi-objective test optimization,Forward snowballing (2021-11)
2018,,CBGA-ES+: a cluster-based genetic algorithm with non-dominated elitist selection for supporting multi-objective test optimization,Forward snowballing (2021-11)
2018,,Change-based test script maintenance for android apps,Forward snowballing (2021-11)
2020,,Cluster-based parallel testing using semantic analysis,Forward snowballing (2021-11)
2018,,Cluster-based test scheduling strategies using semantic relationships between test specifications,Forward snowballing (2021-11)
2019,,Code transformation issues in move-instance-method refactorings,Forward snowballing (2021-11)
2018,,Collafl: Path sensitive fuzzing,Forward snowballing (2021-11)
2020,,Comparing coverage criteria for dynamic web application: An empirical evaluation,Forward snowballing (2021-11)
2020,,Comparing mutation coverage against branch coverage in an industrial setting,Forward snowballing (2021-11)
2019,,Constraint programming heuristics for configuring optimal products in multi product lines,Forward snowballing (2021-11)
2019,,Continuous enhancement in model-based software development and recent trends,Forward snowballing (2021-11)
2020,,Continuous Integration in Automation Testing,Forward snowballing (2021-11)
2017,,DDF: Diversity dragonfly algorithm for cost-aware test suite minimization approach for software testing,Forward snowballing (2021-11)
2020,,Debugging the performance of Maven's test isolation: experience report,Forward snowballing (2021-11)
2018,,Decision making and visualizations based on test results,Forward snowballing (2021-11)
2017,,Delta-oriented product prioritization for similarity-based product-line testing,Forward snowballing (2021-11)
2019,,Derivation of Test Cases for Model-based Testing of Software Product Line with Hybrid Heuristic Approach,Forward snowballing (2021-11)
2017,,Deriving high-priority acceptance test cases using utility trees: A case study,Forward snowballing (2021-11)
2017,,Design of TDD-Based Automation System for Android Application Test Automation,Forward snowballing (2021-11)
2020,,Determining Method-Call Sequences for Object Creation in C++,Forward snowballing (2021-11)
2017,,Developer-related factors in change prediction: an empirical assessment,Forward snowballing (2021-11)
2020,,DevOpRET: Continuous reliability testing in DevOps,Forward snowballing (2021-11)
2020,,Do Memories Haunt You? An Automated Black Box Testing Approach for Detecting Memory Leaks in Android Apps,Forward snowballing (2021-11)
2017,,Dynamic exerciser template weighting in x86 processor verification,Forward snowballing (2021-11)
2019,,Dynamic unit test extraction via time travel debugging for test cost reduction,Forward snowballing (2021-11)
2020,,Empirically revisiting and enhancing IR-based test-case prioritization,Forward snowballing (2021-11)
2018,,Enable more frequent integration of software in industry projects,Forward snowballing (2021-11)
2019,,Enabling Test Case Prioritization For Component Based Software Development,Forward snowballing (2021-11)
2018,,Enhanced Test Case Prioritization Technique Based on Fix-and-Reschedule Adaptive Approach and Genetic Algorithm,Forward snowballing (2021-11)
2018,,Enhancing change prediction models using developer-related factors,Forward snowballing (2021-11)
2019,,Enhancing Student's Performance by Adaptive Testing,Forward snowballing (2021-11)
2018,,Ensemble techniques for software change prediction: A preliminary investigation,Forward snowballing (2021-11)
